,industry_id,,,,,
,(Close-LowN)/(HighN-LowN) ,,(Close - Close1)/Close1,,Ln(Close) - Ln(Close1),
date,1,2,1,2,1,2
2017-10-24,0.459479027,0.390770464,0,0,0,0
2017-10-25,0.583002266,0.733063876,0.001776681,0.000966622,0.001775104,0.000966155
2017-10-26,0.485004961,0.53112569,0.000550279,0.002379327,0.000550127,0.002382162
2017-10-27,0.723345234,0.732564691,0.010980122,0.004072792,0.011040848,0.004081109
2017-10-30,0.509219576,0.350350738,0.001484619,0.004456443,0.001483518,0.004446543
2017-10-31,0.698764406,0.590269236,0.006134291,0.008700414,0.006153183,0.008738483
2017-11-01,0.41047086,0.250574981,0.001117348,0.006098446,0.001117972,0.006079925
2017-11-02,0.563553364,0.504770058,0.000808694,0.005623442,0.000809021,0.005607689
2017-11-03,0.581866417,0.579785647,0.000632339,0.00420965,0.000632539,0.004218535
2017-11-06,0.61314114,0.249555086,0.006448918,0.011348589,0.006469802,0.011284677
2017-11-07,0.247296434,0.665618195,0.040572086,0.001340643,0.039770645,0.001341542
2017-11-08,0.660110845,0.748853601,0.004891046,0.017812905,0.004903047,0.017973465
2017-11-09,0.772872284,0.590529777,0.00679881,0.001306409,0.006822027,0.001307263
2017-11-10,0.571278433,0.602399414,0.000722634,0.009304688,0.000722895,0.009348247
2017-11-13,0.642090935,0.600615315,0.005637795,0.005577099,0.005653748,0.005592709
2017-11-14,0.624521404,0.621536682,0.002404842,0.003299984,0.002407738,0.003305441
2017-11-15,0.606714526,0.264409006,0.003343116,0.007769729,0.003348716,0.0077397
2017-11-16,0.672116332,0.754245154,0.000373819,0.017880362,0.000373749,0.018042148
2017-11-17,0.5173289,0.449953071,0.004233513,0.000710759,0.0042425,0.000710506
2017-11-20,0.379782573,0.843374552,0.000732196,0.009773553,0.000732465,0.009821627
2017-11-21,0.616132374,0.519331473,0.006232262,0.005045308,0.006251764,0.005058078
2017-11-22,0.418897812,0.271824897,9.70979E-05,0.008158427,9.70932E-05,0.008125327
2017-11-27,0.396444773,0.500848961,0.004756847,0.00100341,0.004768197,0.001002907
2017-11-28,0.644728829,0.87126575,0.004549983,0.014028456,0.004560366,0.014127785
2017-11-29,0.516271062,0.785061177,0.003523357,0.014289994,0.003517165,0.014393079
2017-11-30,0.60866885,0.605209051,0.007073533,0.008525267,0.007098669,0.008561815
2017-12-01,0.67709687,0.82924238,0.002003552,0.006977145,0.002001548,0.007001599
2017-12-04,0.339074377,0.29967179,0.000136377,0.002899138,0.000136387,0.002903349
2017-12-05,0.305205942,0.230662712,0.002830015,0.009624437,0.002826019,0.009578417
2017-12-06,0.470075651,0.545595318,0.003731198,0.005141604,0.003724254,0.005128431
2017-12-07,0.715410713,0.438416774,0.003368913,0.002210857,0.003374601,0.002208417
2017-12-08,0.458649488,0.544342958,0.004099938,0.00462235,0.004108366,0.004633067
2017-12-11,0.554955819,0.40616444,0.001470103,0.009745879,0.001471184,0.009698694
2017-12-12,0.443975873,0.602013186,0.001543261,0.007756119,0.001544453,0.007786354
2017-12-13,0.53891262,0.473394084,0.003777988,0.000372632,0.003785143,0.000372563
2017-12-14,0.464270203,0.132557814,0.002240223,0.044639138,0.002242736,0.043671504
2017-12-15,0.393403893,0.61482461,0.003540756,0.001308529,0.00354704,0.001309386
2017-12-18,0.611497385,0.636663314,0.009399915,0.010403919,0.009444373,0.010458418
2017-12-19,0.386714184,0.199881114,0.003135608,0.007367513,0.003130703,0.007340505
2017-12-20,0.327405023,0.499935515,0.003524754,0.005677779,0.003518556,0.005693959
2017-12-21,0.509705702,0.193212033,0.003173813,0.007691172,0.00317886,0.007661746
2017-12-22,0.535059691,0.426322882,0.00064587,0.001586396,0.000646078,0.001587656
2017-12-26,0.546454091,0.508622375,0.000155807,0.004800849,0.00015582,0.00481241
2017-12-27,0.479733903,0.424377088,0.000283821,0.000169914,0.000283862,0.000169928
2017-12-28,0.70911161,0.818489041,0.004138357,0.012937091,0.004146944,0.013021505
2017-12-29,0.124871589,0.257551679,0.00843647,0.00450923,0.008401082,0.004499094
2018-01-02,0.731192577,0.429394218,0.01645179,0.00541484,0.016588624,0.005400232
2018-01-03,0.678756821,0.501907263,0.009702566,0.002939709,0.009749943,0.002935396
2018-01-04,0.26874055,0.578186405,0.005410791,0.003259839,0.005396205,0.003265164
2018-01-05,0.781708776,0.475596391,0.009736914,0.002497641,0.009784628,0.002494527
2018-01-08,0.581668312,0.589032193,0.008576557,0.009936132,0.008613548,0.009985825
2018-01-09,0.362177915,0.46556571,0.000480158,0.000783888,0.000480273,0.000784195
2018-01-10,0.694738098,0.576227249,0.000877704,0.008429986,0.000877319,0.008394652
2018-01-11,0.811394669,0.605423657,0.012235469,0.005745575,0.012310939,0.005762144
2018-01-12,0.773806202,0.464389068,0.012782629,0.002041853,0.01286503,0.002039771
2018-01-16,0.224999068,0.150036502,0.003355077,0.010813584,0.003349462,0.010755536
2018-01-17,0.636725715,0.37869904,0.007855617,0.002056641,0.007886635,0.002058758
2018-01-18,0.392146274,0.486915193,0.002555849,0.003296918,0.002552589,0.003291496
2018-01-19,0.483640173,0.699778533,0.002558148,0.011704574,0.002561425,0.011773612
2018-01-22,0.826666895,0.793431878,0.010639808,0.009129907,0.010696815,0.00917184
2018-01-23,0.746852479,0.417799925,0.01679938,0.002314468,0.016942091,0.002311794
2018-01-24,0.470436949,0.383772611,0.000553885,0.006375048,0.000554039,0.006354814
2018-01-25,0.514224338,0.283484401,0.001695922,0.004874621,0.001697362,0.004862778
2018-01-26,0.770108781,0.83841615,0.007468484,0.008946057,0.007496513,0.008986314
2018-01-29,0.437413874,0.188320643,0.00125228,0.012446566,0.001251496,0.012369745
2018-01-30,0.666545613,0.4962436,0.00337215,0.02255396,0.003366477,0.022303381
2018-01-31,0.314058476,0.353182767,0.002782133,0.017640651,0.00277827,0.017486861
2018-02-01,0.218994763,0.585020421,0.014230325,0.000879484,0.014130025,0.000879871
2018-02-02,0.201580196,0.333287084,0.007535806,0.015090073,0.007507553,0.014977351
2018-02-05,0.275671726,0.052167056,0.029463154,0.030287333,0.029037456,0.029837728
2018-02-06,0.927385484,0.787141411,0.02038878,0.010940521,0.020599501,0.011000809
2018-02-07,0.346176848,0.426015488,0.002101249,0.002244229,0.002099044,0.002246751
2018-02-08,0.025359057,0.102418775,0.041680445,0.016469676,0.040835222,0.016335522
2018-02-09,0.64039275,0.669070112,0.000619911,0.011276838,0.000619719,0.011340904
2018-02-12,0.753427318,0.665000642,0.015727481,0.007208919,0.01585247,0.007235028
2018-02-13,0.769140167,0.695676834,0.006910094,0.003805497,0.00693408,0.003812756
2018-02-14,0.840847639,0.867620802,0.013050135,0.019875612,0.013136037,0.020075789
2018-02-15,0.748078939,0.835656177,0.013831592,0.011482894,0.01392814,0.011549332
2018-02-16,0.367246874,0.714429149,0.001275018,0.002862115,0.001275831,0.002866219
2018-02-20,0.340136351,0.504884627,0.002783453,0.004609571,0.002779587,0.004598979
2018-02-21,0.114845544,0.119617945,0.000958855,0.006847131,0.000958396,0.006823796
2018-02-22,0.334349193,0.358423197,0.000990134,0.01141185,0.000990624,0.011347226
2018-02-23,0.902160484,0.780574551,0.01430925,0.007557201,0.014412614,0.007585902
2018-02-26,0.58834671,0.686939346,0.006196498,0.003999391,0.006215776,0.00400741
2018-02-27,0.278814711,0.147093648,0.01199451,0.009529694,0.011923146,0.009484573
2018-02-28,0.110340695,0.070741882,0.016824897,0.01084251,0.016968044,0.010784151
2018-03-01,0.444477863,0.337291873,0.008303658,0.00215276,0.008269372,0.002150447
2018-03-02,0.809059169,0.62077956,0.000458047,0.003667881,0.000457942,0.003674625
2018-03-05,0.865575507,0.534734731,0.016116652,0.002228308,0.016247938,0.002230794
2018-03-06,0.659661968,0.597826402,0.00696327,0.00430862,0.006987627,0.004317929
2018-03-07,0.780796747,0.773375068,0.003010837,0.000700018,0.003015378,0.000699773
2018-03-08,0.501062006,0.559607744,0.004591772,0.002585583,0.004602347,0.002588931
2018-03-09,0.868893158,0.795635356,0.015704797,0.01368111,0.015829424,0.013775559
2018-03-12,0.513702098,0.396268559,0.006389277,0.00068313,0.006409776,0.000683363
2018-03-13,0.202065204,0.271541968,0.00886363,0.001131667,0.008824579,0.001131027
2018-03-14,0.403844747,0.592636148,0.000395172,0.007818459,0.00039525,0.007849184
2018-03-15,0.39956323,0.114825011,0.001854539,0.02038037,0.001852821,0.020175469
2018-03-16,0.281514325,0.558653401,0.003011137,0.002758548,0.003006613,0.00276236
2018-03-19,0.458954648,0.617275271,0.013085606,0.001272182,0.013000729,0.001272992
2018-03-20,0.511814008,0.302952937,0.00535607,0.009675304,0.005370466,0.009628798
2018-03-21,0.369260156,0.505629583,0.001703764,0.001889965,0.001702314,0.001888181
2018-03-22,0.165087862,0.03393195,0.018083708,0.025669499,0.017922143,0.025345569
2018-03-23,0.037788238,0.078856572,0.018278066,0.00990234,0.018113031,0.009853633
2018-03-26,0.884168787,0.916714959,0.026563557,0.026534603,0.026922744,0.026893
2018-03-27,0.219325474,0.27088554,0.024042558,0.002460794,0.023758087,0.002457772
2018-03-28,0.488470157,0.383028142,0.014092428,0.004319999,0.013994053,0.004310694
2018-03-29,0.786002965,0.264655648,0.012321094,0.002034828,0.012397628,0.00203276
2018-04-02,0.301452545,0.360348155,0.030367044,0.02038735,0.029915092,0.020182311
2018-04-03,0.646681998,0.706267325,0.013468803,0.016936792,0.01356033,0.01708186
2018-04-04,0.898035066,0.716802832,0.01121387,0.012447544,0.01127722,0.012525663
2018-04-05,0.640581528,0.341176422,0.011958574,0.006823248,0.012030653,0.006800075
2018-04-06,0.15691158,0.246530758,0.025046337,0.014314175,0.024737818,0.014212695
2018-04-09,0.150437836,0.343047268,0.0023926,0.000870872,0.002395467,0.000871251
2018-04-10,0.551941766,0.439434053,0.009479521,0.006672832,0.009524738,0.006695195
2018-04-11,0.338112347,0.584713471,0.000781125,0.002785323,0.00078082,0.002781452
2018-04-12,0.420426233,0.539712213,0.004444381,0.003242056,0.004454286,0.003247322
2018-04-13,0.279116159,0.726330313,0.004005179,0.008446333,0.00399718,0.008482205
2018-04-16,0.511720915,0.681108865,0.006785009,0.012386207,0.006808132,0.012463555
2018-04-17,0.762327063,0.703858417,0.026098467,0.008272865,0.026445076,0.008307275
2018-04-18,0.611967112,0.532950097,0.007655618,0.003737038,0.007685073,0.003730073
2018-04-19,0.355187439,0.47114022,0.004425658,0.007673307,0.004415894,0.007644017
2018-04-20,0.228043853,0.381348287,0.012829202,0.006562779,0.012747605,0.006541338
2018-04-23,0.432605201,0.430135559,0.001356903,0.00343451,0.001355983,0.003440421
2018-04-24,0.177913813,0.453538533,0.02413867,0.000141529,0.023851938,0.000141519
2018-04-25,0.744531384,0.660892129,0.002519742,0.01220062,0.002522922,0.012275658
2018-04-26,0.724152737,0.632234486,0.018598406,0.003703812,0.018773531,0.003710689
2018-04-27,0.387775162,0.310316977,0.009260676,0.005025145,0.009303822,0.005012561
2018-04-30,0.41914407,0.112269749,0.003801516,0.01877196,0.00380876,0.018597941
2018-05-01,0.806003084,0.581624243,0.003785835,0.002971766,0.00379302,0.00297619
2018-05-02,0.27532363,0.250123965,0.008809695,0.017354888,0.008771116,0.017206012
2018-05-03,0.751765183,0.237185673,0.001241908,0.014994664,0.001241137,0.014883355
2018-05-04,0.836950352,0.691987786,0.011266358,0.013694904,0.011330304,0.013789544
2018-05-07,0.574332797,0.511370628,0.004908258,2.37476E-05,0.004920343,2.37479E-05
2018-05-08,0.419315132,0.593788275,0.005432091,0.003374521,0.00541739,0.003380228
2018-05-09,0.76752516,0.408214142,0.007022134,0.002218817,0.007046906,0.002221283
2018-05-10,0.595880702,0.340959989,0.012023588,0.004269218,0.011951879,0.004278358
2018-05-11,0.441942488,0.367563474,0.00077376,0.002375686,0.000773461,0.002378513
2018-05-14,0.545782306,0.290900079,0.001541297,0.005864316,0.001542486,0.005847188
2018-05-15,0.627883836,0.716203058,0.007660567,0.0068142,0.007631374,0.006837523
2018-05-16,0.490708156,0.639986189,0.004869694,0.010872525,0.004881589,0.010932063
2018-05-17,0.433703692,0.464271151,0.000571628,0.000315347,0.000571465,0.000315397
2018-05-18,0.333273117,0.388362806,0.003456973,0.010422065,0.003451012,0.01036813
2018-05-21,0.605681949,0.588639343,0.005647421,0.008761766,0.005663428,0.008800376
2018-05-22,0.290261665,0.075963626,0.003513735,0.010892337,0.003507576,0.010833443
2018-05-23,0.911408046,0.666490207,0.01019969,0.004397203,0.010252064,0.004406899
2018-05-24,0.649050784,0.451961857,0.000724631,0.014771244,0.000724893,0.014663212
2018-05-25,0.620428715,0.360789125,0.005326271,0.007051338,0.005340506,0.007026594
2018-05-29,0.411534404,0.49054165,0.008238695,0.005661783,0.008204943,0.005677872
2018-05-30,0.763696396,0.396566576,0.010060098,0.000281599,0.010111043,0.000281639
2018-05-31,0.391637782,0.160042556,0.00264599,0.019406666,0.002642496,0.019220758
2018-06-01,0.615568008,0.402957973,0.008107317,0.005275694,0.00814036,0.005261827
2018-06-04,0.674559131,0.27389527,0.008212262,0.000313504,0.008246168,0.000313455
2018-06-05,0.668342155,0.659688131,0.007006364,0.013176315,0.007031024,0.013263893
2018-06-06,0.727169903,0.640707955,0.006723908,7.26904E-05,0.006746616,7.26877E-05
2018-06-07,0.45502905,0.511105846,0.002687484,0.00191816,0.002683879,0.001920002
2018-06-08,0.696226958,0.825936355,0.001622952,0.012766734,0.00162427,0.012848929
2018-06-11,0.48227977,0.507879557,0.0010794,0.002515903,0.001079983,0.002519073
2018-06-12,0.736866896,0.371322857,0.005987911,0.005445082,0.00600591,0.005430311
2018-06-13,0.31119775,0.725352586,0.004531115,0.012373057,0.004520881,0.012450241
2018-06-14,0.700907768,0.650286224,0.00999145,0.005504371,0.0100417,0.005519576
2018-06-15,0.691092525,0.766896546,0.002678252,0.004821258,0.002681845,0.004832918
2018-06-18,0.704940064,0.596246267,5.68885E-06,0.003298093,5.68886E-06,0.003292666
2018-06-19,0.795052166,0.707645695,0.001422022,4.75083E-05,0.001423034,4.75072E-05
2018-06-20,0.482511715,0.480881403,0.005568704,0.001624426,0.005584267,0.001623108
2018-06-21,0.359532434,0.310022273,0.004754642,0.009962818,0.004743374,0.009913516
2018-06-22,0.313750669,0.443268132,0.002958014,0.005451869,0.002953648,0.005466785
2018-06-25,0.325725147,0.579507636,0.022354473,0.000897828,0.022108274,0.000897425
2018-06-26,0.566700259,0.623050764,0.006211214,0.004260057,0.006230584,0.004269157
2018-06-27,0.049942494,0.279218982,0.013910356,0.008924021,0.013814495,0.008884438
2018-06-28,0.777071905,0.477245747,0.009096161,0.00162406,0.009137784,0.001622743
2018-06-29,0.237665108,0.433556504,0.000142994,0.002150776,0.000143004,0.002153093
2018-07-02,0.816364905,0.394782818,0.003383008,0.014722209,0.003388743,0.01461489
2018-07-05,0.699798223,0.829923388,0.003737446,0.01913384,0.003744448,0.019319262
2018-07-06,0.82063337,0.563406298,0.008663214,0.004772121,0.008700958,0.004783544
2018-07-09,0.602877629,0.473673265,0.006933723,0.001838488,0.006957873,0.00184018
2018-07-10,0.54648415,0.369399468,0.000500972,0.005123393,0.000500847,0.005110314
2018-07-11,0.648543816,0.261621539,0.003317459,0.007702936,0.003311969,0.00767342
2018-07-12,0.655239297,0.455503078,0.006128517,0.000642269,0.006147373,0.000642063
2018-07-13,0.457008241,0.164717468,0.001298262,0.011667369,0.00129742,0.01159983
2018-07-16,0.444596688,0.264382863,0.000905075,0.007935677,0.000904666,0.007904355
2018-07-17,0.732777474,0.375791754,0.003010201,0.003994998,0.003014741,0.003987039
2018-07-18,0.448373417,0.364893688,0.001362726,0.009260417,0.001361798,0.009217802
2018-07-19,0.417919801,0.49000001,0.005195796,0.002523766,0.005182345,0.002526956
2018-07-20,0.292472437,0.497196485,0.003409781,0.001575968,0.003403981,0.001574728
2018-07-23,0.600060022,0.562039855,0.003294977,0.00164794,0.00328956,0.001646583
2018-07-24,0.416966503,0.273681908,0.004932189,0.005710729,0.004944392,0.005694484
2018-07-25,0.863701064,0.579197177,0.012302669,0.004532048,0.012378974,0.004521809
2018-07-26,0.545238871,0.629852773,0.001967193,0.01258237,0.001965261,0.012662198
2018-07-27,0.251096621,0.324802395,0.003080978,0.007050621,0.003076241,0.007025882
2018-07-30,0.260586177,0.505382588,0.013072198,0.011434405,0.012987494,0.011369527
2018-07-31,0.568986441,0.611432793,0.004487806,0.002146133,0.004497906,0.002143834
2018-08-01,0.493903293,0.274062232,0.000724068,0.009696302,0.000723806,0.009649595
2018-08-02,0.821392922,0.848364611,0.007571113,0.016120856,0.00759992,0.016252211
2018-08-03,0.516444294,0.693949234,0.002197729,0.014745122,0.002200147,0.014854912
2018-08-06,0.750233525,0.490140538,0.009909587,0.006263934,0.009959014,0.006283634
2018-08-07,0.416764796,0.407501015,0.001084392,0.002119923,0.00108498,0.002117679
2018-08-08,0.447756815,0.348373264,0.001138726,0.005283507,0.001138078,0.005269598
2018-08-09,0.6162066,0.70668084,0.010038682,0.0086955,0.009988629,0.008733526
2018-08-10,0.359548816,0.606833867,0.009861954,0.004231982,0.009813643,0.004240962
2018-08-13,0.14911137,0.342556472,0.008002373,0.009062241,0.007970523,0.009021425
2018-08-14,0.518232188,0.527056799,0.005546047,0.006900387,0.005561483,0.006924305
2018-08-15,0.566398627,0.594815053,0.005048586,0.00164579,0.005035885,0.001644437
2018-08-16,0.275882656,0.571565962,0.000450937,0.008783183,0.000451039,0.008821983
2018-08-17,0.752207492,0.828543757,0.003361685,0.011600374,0.003367349,0.011668183
2018-08-20,0.547360014,0.525679722,0.004776079,0.007295424,0.004787521,0.007322166
2018-08-21,0.594303338,0.291114916,0.009199697,0.010128756,0.009242275,0.010077804
2018-08-22,0.543151672,0.757893007,0.004624682,0.008333761,0.004635409,0.008368681
2018-08-23,0.259473871,0.554152879,0.00397551,0.001660641,0.003967629,0.001659263
2018-08-24,0.577511842,0.530708045,0.006138454,0.008880231,0.006157371,0.008919896
2018-08-27,0.640968899,0.281685068,0.009093425,0.001354042,0.009135023,0.001353126
2018-08-28,0.519142627,0.238634171,0.001512468,0.007809083,0.001513613,0.00777875
2018-08-29,0.793273242,0.652184488,0.012144137,0.00844876,0.012218479,0.008484653
2018-08-30,0.43026468,0.365664848,0.000827147,0.007015054,0.000826806,0.006990564
2018-08-31,0.599369118,0.670503929,0.003947817,0.006768412,0.00395563,0.006791421
2018-09-04,0.537029737,0.736558922,0.001111942,0.000923261,0.00111256,0.000922835
2018-09-05,0.24451961,0.559356053,0.013446136,0.008293316,0.013356539,0.008259115
2018-09-06,0.505671763,0.449561117,0.000887645,0.003316235,0.000887252,0.003321746
2018-09-07,0.412077015,0.77137964,0.002151662,0.004700304,0.002149351,0.004711386
2018-09-10,0.289132022,0.439172883,0.001550112,0.005696145,0.001548912,0.00571243
2018-09-11,0.836276441,0.415390716,0.008880896,0.005861005,0.008920566,0.005843896
2018-09-12,0.642869249,0.627514725,0.001129686,0.000195459,0.001130325,0.000195478
2018-09-13,0.317470054,0.336116848,0.000644838,0.008527804,0.000645046,0.008491648
2018-09-14,0.529600455,0.652625178,0.001003413,0.005828886,0.001002909,0.00584594
2018-09-17,0.326756162,0.526876609,0.013605987,0.00049829,0.013514257,0.000498414
2018-09-18,0.723453282,0.731813721,0.012396342,0.002108001,0.012473818,0.002110226
2018-09-19,0.607732057,0.326316065,0.000465671,0.006626615,0.000465779,0.006604756
2018-09-20,0.603633994,0.645937637,0.007126179,0.007192897,0.007151691,0.00721889
2018-09-21,0.330921073,0.209603132,0.002493504,0.014596605,0.002490401,0.0144911
2018-09-24,0.681777532,0.356794012,0.00135328,0.003545482,0.001352365,0.003539212
2018-09-25,0.509436923,0.252523095,0.003598398,0.009229005,0.003604888,0.009186678
2018-09-26,0.398226715,0.312643583,0.003050241,0.003907514,0.003054903,0.003899899
2018-09-27,0.511464394,0.567572309,0.005399293,0.002174781,0.005413922,0.002177149
2018-09-28,0.492279181,0.60593255,0.001456843,0.007196378,0.001457906,0.007222397
2018-10-01,0.149838895,0.301720236,5.14707E-05,0.014884919,5.14721E-05,0.014775226
2018-10-02,0.19502903,0.549465695,0.009053749,0.004603629,0.009013009,0.004614259
2018-10-03,0.177950604,0.492652423,0.006378057,0.00437615,0.006357803,0.004385753
2018-10-04,0.248706672,0.603628062,0.016279504,0.001730603,0.016148413,0.001729107
2018-10-05,0.320188265,0.488430115,0.011434452,0.004266302,0.011369573,0.004275429
2018-10-08,0.615401782,0.746020527,0.000462475,0.015694107,0.000462582,0.015818563
2018-10-09,0.333381571,0.123174572,0.003846995,0.015470466,0.003839614,0.015352019
2018-10-10,0.029706606,0.060409833,0.041288169,0.026947396,0.040458571,0.026590709
2018-10-11,0.319585813,0.242901946,0.015737779,0.010323972,0.015615224,0.010271044
2018-10-12,0.581909589,0.442246054,0.020843382,0.000708851,0.021063672,0.000709102
2018-10-15,0.455089996,0.58242401,0.003858542,0.004812105,0.003851117,0.004823721
2018-10-16,0.86842043,0.840968908,0.020336933,0.020583076,0.020546576,0.02079786
2018-10-17,0.590506056,0.691728895,0.003230639,0.000405632,0.003235869,0.000405715
2018-10-18,0.179137451,0.24943432,0.019575596,0.013266615,0.019386458,0.013179384
2018-10-19,0.258595828,0.413100262,0.003595475,0.003222399,0.003589027,0.003227602
2018-10-22,0.461039549,0.300715996,0.004480442,0.010483749,0.00449051,0.010429176
2018-10-23,0.823666211,0.695681054,0.001216258,0.004397903,0.001215519,0.00438826
2018-10-24,0.088583287,0.081212031,0.038694261,0.017264457,0.037964406,0.01711712
2018-10-25,0.776191908,0.733879844,0.029008187,0.015399324,0.029437243,0.015519126
2018-10-26,0.440726183,0.432948898,0.034253263,0.016659815,0.033679682,0.016522563
2018-10-29,0.319711153,0.363446476,0.010698316,0.008098549,0.010641494,0.00813152
2018-10-30,0.830787305,0.790360714,0.019156602,0.01623561,0.019342468,0.016368852